Acc	Name	Desc	Status
PF08449.14	UAA	UAA transporter family	not_in_edm
PF14732.9	UAE_UbL	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	not_in_edm
PF05234.14	UAF_Rrn10	UAF complex subunit Rrn10	not_in_edm
PF14451.9	Ub-Mut7C	Mut7-C ubiquitin	not_in_edm
PF03658.17	Ub-RnfH	RnfH family Ubiquitin	not_in_edm
PF14814.9	UB2H	Bifunctional transglycosylase second domain	not_in_bgc
PF00627.34	UBA	UBA/TS-N domain	manual_discard
PF16195.8	UBA2_C	SUMO-activating enzyme subunit 2 C-terminus	not_in_edm
PF20513.1	UBact	Prokaryotic ubiquitin-like protein UBact	
PF08587.14	UBA_2	Ubiquitin associated domain (UBA)	not_in_edm
PF09288.13	UBA_3	Fungal ubiquitin-associated domain	included
PF14555.9	UBA_4	UBA-like domain	not_in_edm
PF16577.8	UBA_5	UBA domain	not_in_edm
PF18039.4	UBA_6	UBA-like domain	
PF10585.12	UBA_E1_SCCH	Ubiquitin-activating enzyme, SCCH domain	not_in_edm
PF16455.8	UBD	Ubiquitin-binding domain	not_in_edm
PF01040.21	UbiA	UbiA prenyltransferase family	included
PF01977.19	UbiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	included
PF01209.21	Ubie_methyltran	ubiE/COQ5 methyltransferase family	included
PF09145.13	Ubiq-assoc	Ubiquitin-associated	not_in_edm
PF09165.13	Ubiq-Cytc-red_N	Ubiquinol-cytochrome c reductase 8 kDa, N-terminal	not_in_bgc
PF00240.26	ubiquitin	Ubiquitin family	manual_discard
PF14560.9	Ubiquitin_2	Ubiquitin-like domain	manual_discard
PF14836.9	Ubiquitin_3	Ubiquitin-like domain	included
PF18036.4	Ubiquitin_4	Ubiquitin-like domain	
PF18037.4	Ubiquitin_5	Ubiquitin-like domain	
PF03981.15	Ubiq_cyt_C_chap	Ubiquinol-cytochrome C chaperone	not_in_edm
PF14377.9	UBM	Ubiquitin binding region	not_in_edm
PF14075.9	UBN_AB	Ubinuclein conserved middle domain	not_in_edm
PF00789.23	UBX	UBX domain	not_in_edm
PF15750.8	UBZ_FAAP20	Ubiquitin-binding zinc-finger	not_in_edm
PF00443.32	UCH	Ubiquitin carboxyl-terminal hydrolase	included
PF13423.9	UCH_1	Ubiquitin carboxyl-terminal hydrolase	included
PF18031.4	UCH_C	Ubiquitin carboxyl-terminal hydrolases	
PF16674.8	UCH_N	N-terminal of ubiquitin carboxyl-terminal hydrolase 37	not_in_edm
PF17085.8	UCMA	Unique cartilage matrix associated protein	not_in_edm
PF02939.19	UcrQ	UcrQ family	not_in_edm
PF02271.19	UCR_14kD	Ubiquinol-cytochrome C reductase complex 14kD subunit	not_in_edm
PF08997.13	UCR_6-4kD	Ubiquinol-cytochrome C reductase complex, 6.4kD protein	not_in_edm
PF10399.12	UCR_Fe-S_N	Ubiquitinol-cytochrome C reductase Fe-S subunit TAT signal	not_in_edm
PF02320.19	UCR_hinge	Ubiquinol-cytochrome C reductase hinge protein	not_in_edm
PF02921.17	UCR_TM	Ubiquinol cytochrome reductase transmembrane region	not_in_bgc
PF05365.15	UCR_UQCRX_QCR9	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like	not_in_edm
PF03456.21	uDENN	uDENN domain	not_in_edm
PF03167.22	UDG	Uracil DNA glycosylase superfamily	auto_discard
PF18880.3	UDI	Uracil-DNA glycosylase inhibitor	
PF06427.14	UDP-g_GGTase	UDP-glucose:Glycoprotein Glucosyltransferase	not_in_edm
PF01704.21	UDPGP	UTP--glucose-1-phosphate uridylyltransferase	included
PF00201.21	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase	included
PF00984.22	UDPG_MGDP_dh	UDP-glucose/GDP-mannose dehydrogenase family, central domain	included
PF03720.18	UDPG_MGDP_dh_C	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	included
PF03721.17	UDPG_MGDP_dh_N	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	included
PF15456.9	Uds1	Up-regulated During Septation	not_in_edm
PF05743.16	UEV	UEV domain	not_in_edm
PF08694.14	UFC1	Ubiquitin-fold modifier-conjugating enzyme 1	not_in_edm
PF03152.17	UFD1	Ubiquitin fusion degradation protein UFD1	not_in_edm
PF10408.12	Ufd2P_core	Ubiquitin elongating factor core	not_in_edm
PF03671.17	Ufm1	Ubiquitin fold modifier 1 protein	not_in_edm
PF02809.23	UIM	Ubiquitin interaction motif	not_in_edm
PF02512.17	UK	Virulence determinant	not_in_edm
PF11094.11	UL11	Membrane-associated tegument protein	not_in_edm
PF16758.8	UL141	Herpes-like virus membrane glycoprotein UL141	not_in_edm
PF17622.5	UL16	Viral unique long protein 16	not_in_edm
PF17640.5	UL17	Uncharacterized UL17	not_in_edm
PF08196.14	UL2	UL2 protein	not_in_edm
PF17582.5	UL20	Cytomegalovirus UL20	not_in_edm
PF17636.5	UL21a	Viral Unique Long protein 21a	not_in_edm
PF10682.12	UL40	Glycoprotein of human cytomegalovirus HHV-5	not_in_edm
PF17591.5	UL41A	Herpesvirus UL41A	not_in_edm
PF17638.5	UL42	HCMV UL42	not_in_edm
PF05473.15	UL45	UL45 protein, carbohydrate-binding C-type lectin-like	not_in_edm
PF12522.11	UL73_N	Cytomegalovirus glycoprotein N terminal	not_in_edm
PF06734.15	UL97	UL97	not_in_edm
PF16534.8	ULD	Ubiquitin-like oligomerisation domain of SATB	not_in_edm
PF05685.15	Uma2	Putative restriction endonuclease	not_in_edm
PF04817.15	Umbravirus_LDM	Umbravirus long distance movement (LDM) family	not_in_edm
PF08064.16	UME	UME (NUC010) domain	included
PF05348.14	UMP1	Proteasome maturation factor UMP1	not_in_edm
PF05822.15	UMPH-1	Pyrimidine 5'-nucleotidase (UMPH-1)	not_in_bgc
PF07593.15	UnbV_ASPIC	ASPIC and UnbV	included
PF05216.16	UNC-50	UNC-50 family	not_in_edm
PF14776.9	UNC-79	Cation-channel complex subunit UNC-79	not_in_edm
PF05978.19	UNC-93	Ion channel regulatory protein UNC-93	not_in_edm
PF15435.9	UNC119_bdg	UNC119-binding protein C5orf30 homologue	not_in_edm
PF11701.11	UNC45-central	Myosin-binding striated muscle assembly central	not_in_edm
PF19424.2	UNC80	Protein UNC80 central region	
PF20262.1	UNC80_C	Protein UNC80 C-terminal region	
PF15778.8	UNC80_N	UNC80 N-terminal	not_in_edm
PF15972.8	Unpaired	Unpaired protein	not_in_edm
PF09720.13	Unstab_antitox	Putative addiction module component	not_in_edm
PF11543.11	UN_NPL4	Nuclear pore localisation protein NPL4	not_in_edm
PF17217.6	UPA	UPA domain	not_in_edm
PF00021.24	UPAR_LY6	u-PAR/Ly-6 domain	not_in_edm
PF16975.8	UPAR_LY6_2	Ly6/PLAUR domain-containing protein 6, Lypd6	not_in_edm
PF17809.4	UPA_2	UPA domain	
PF00919.23	UPF0004	Uncharacterized protein family UPF0004	included
PF03649.16	UPF0014	Uncharacterised protein family (UPF0014)	not_in_edm
PF01169.22	UPF0016	Uncharacterized protein family UPF0016	not_in_edm
PF01170.21	UPF0020	Putative RNA methylase family UPF0020	auto_discard
PF01205.22	UPF0029	Uncharacterized protein family UPF0029	not_in_edm
PF01894.20	UPF0047	Uncharacterised protein family UPF0047	not_in_edm
PF01893.19	UPF0058	Uncharacterised protein family UPF0058	not_in_edm
PF02694.18	UPF0060	Uncharacterised BCR, YnfA/UPF0060 family	not_in_edm
PF03653.16	UPF0093	Uncharacterised protein family (UPF0093)	not_in_edm
PF02021.20	UPF0102	Uncharacterised protein family UPF0102	not_in_edm
PF03657.16	UPF0113	UPF0113 PUA domain	not_in_edm
PF17833.4	UPF0113_N	UPF0113 Pre-PUA domain	
PF03350.19	UPF0114	Uncharacterized protein family, UPF0114	not_in_edm
PF04297.17	UPF0122	Putative helix-turn-helix protein, YlxM / p13 like	not_in_edm
PF03673.16	UPF0128	Uncharacterised protein family (UPF0128)	not_in_edm
PF03677.16	UPF0137	Uncharacterised protein family (UPF0137)	not_in_edm
PF03686.16	UPF0146	Uncharacterised protein family (UPF0146)	not_in_edm
PF03685.16	UPF0147	Uncharacterised protein family (UPF0147)	not_in_edm
PF03695.16	UPF0149	Uncharacterised protein family (UPF0149)	not_in_edm
PF03672.16	UPF0154	Uncharacterised protein family (UPF0154)	not_in_edm
PF03682.16	UPF0158	Uncharacterised protein family (UPF0158)	not_in_edm
PF03690.16	UPF0160	Uncharacterised protein family (UPF0160)	not_in_edm
PF03687.16	UPF0164	Uncharacterised protein family (UPF0164)	not_in_edm
PF03691.17	UPF0167	Uncharacterised protein family (UPF0167)	not_in_edm
PF03665.16	UPF0172	Uncharacterised protein family (UPF0172)	not_in_edm
PF03683.16	UPF0175	Uncharacterised protein family (UPF0175)	not_in_edm
PF17773.4	UPF0176_N	UPF0176 acylphosphatase like domain	
PF03684.16	UPF0179	Uncharacterised protein family (UPF0179)	not_in_edm
PF03698.16	UPF0180	Uncharacterised protein family (UPF0180)	not_in_edm
PF03701.17	UPF0181	Uncharacterised protein family (UPF0181)	not_in_edm
PF03699.16	UPF0182	Uncharacterised protein family (UPF0182)	not_in_edm
PF03670.16	UPF0184	Uncharacterised protein family (UPF0184)	not_in_edm
PF05250.14	UPF0193	Uncharacterised protein family (UPF0193)	not_in_edm
PF05254.15	UPF0203	Uncharacterised protein family (UPF0203)	not_in_edm
PF05255.14	UPF0220	Uncharacterised protein family (UPF0220)	not_in_edm
PF05256.15	UPF0223	Uncharacterised protein family (UPF0223)	not_in_edm
PF17775.4	UPF0225	UPF0225 domain	
PF05728.15	UPF0227	Uncharacterised protein family (UPF0227)	not_in_edm
PF05727.14	UPF0228	Uncharacterised protein family (UPF0228)	not_in_edm
PF06062.14	UPF0231	Uncharacterised protein family (UPF0231)	not_in_edm
PF06782.14	UPF0236	Uncharacterised protein family (UPF0236)	not_in_edm
PF06783.14	UPF0239	Uncharacterised protein family (UPF0239)	not_in_edm
PF06784.14	UPF0240	Uncharacterised protein family (UPF0240)	not_in_edm
PF06785.14	UPF0242	Uncharacterised protein family (UPF0242) N-terminus	not_in_edm
PF06786.15	UPF0253	Uncharacterised protein family (UPF0253)	not_in_edm
PF06788.16	UPF0257	Uncharacterised protein family (UPF0257)	not_in_edm
PF06790.14	UPF0259	Uncharacterised protein family (UPF0259)	not_in_edm
PF06792.14	UPF0261	Uncharacterised protein family (UPF0261)	not_in_edm
PF06793.15	UPF0262	Uncharacterised protein family (UPF0262)	not_in_edm
PF06794.15	UPF0270	Uncharacterised protein family (UPF0270)	not_in_edm
PF08594.13	UPF0300	Uncharacterised protein family (UPF0300)	not_in_edm
PF08864.13	UPF0302	UPF0302 domain	not_in_edm
PF13980.9	UPF0370	Uncharacterised protein family (UPF0370)	not_in_edm
PF15475.9	UPF0444	Transmembrane protein C12orf23, UPF0444	not_in_edm
PF15136.9	UPF0449	Uncharacterised protein family UPF0449	not_in_edm
PF12640.10	UPF0489	UPF0489 domain	not_in_edm
PF15744.8	UPF0492	Uncharacterized protein family UPF0492	not_in_edm
PF11703.11	UPF0506	UPF0506	not_in_edm
PF15135.9	UPF0515	Uncharacterised protein UPF0515	not_in_edm
PF15823.8	UPF0524	UPF0524 of C3orf70	not_in_edm
PF15086.9	UPF0542	Uncharacterised protein family UPF0542	not_in_edm
PF10571.12	UPF0547	Uncharacterised protein family UPF0547	not_in_edm
PF10574.12	UPF0552	Arp2/3-interacting proteins Arpin	not_in_edm
PF10572.12	UPF0556	UPF0556 domain	not_in_edm
PF10577.12	UPF0560	Uncharacterised protein family UPF0560	not_in_edm
PF10573.12	UPF0561	Uncharacterised protein family UPF0561	not_in_edm
PF10595.12	UPF0564	Uncharacterised protein family UPF0564	not_in_edm
PF15114.9	UPF0640	Uncharacterised protein family UPF0640	not_in_edm
PF17065.8	UPF0669	Putative cytokine, C6ORF120	not_in_edm
PF15772.8	UPF0688	UPF0688 family	not_in_edm
PF15117.9	UPF0697	Uncharacterised protein family UPF0697	not_in_edm
PF17094.8	UPF0715	Uncharacterised protein family (UPF0715)	not_in_edm
PF15092.9	UPF0728	Uncharacterised protein family UPF0728	not_in_edm
PF15827.8	UPF0730	UPF0730 unknown protein family	not_in_edm
PF14982.9	UPF0731	UPF0731 family	not_in_edm
PF19785.2	UPF0738	Family of unknown function (UPF0738)	
PF20582.1	UPF0758_N	UPF0758 N-terminal	
PF15990.8	UPF0767	UPF0767 family	not_in_edm
PF18141.4	UPF1_1B_dom	RNA helicase UPF1, 1B domain	
PF09416.13	UPF1_Zn_bind	RNA helicase (UPF2 interacting domain)	not_in_edm
PF04050.17	Upf2	Up-frameshift suppressor 2	not_in_edm
PF14681.9	UPRTase	Uracil phosphoribosyltransferase	included
PF06603.14	UpxZ	UpxZ family of transcription anti-terminator antagonists	not_in_edm
PF20180.1	UQCC2_CBP6	Complex III assembly factor UQCC2/CBP6	
PF15141.9	UQCC3	Ubiquinol-cytochrome-c reductase complex assembly factor 3	not_in_edm
PF00179.29	UQ_con	Ubiquitin-conjugating enzyme	included
PF06181.14	Urate_ox_N	Urate oxidase N-terminal	not_in_edm
PF10441.12	Urb2	Urb2/Npa2 family	not_in_edm
PF00449.23	Urease_alpha	Urease alpha-subunit, N-terminal domain	included
PF00699.23	Urease_beta	Urease beta subunit	included
PF00547.21	Urease_gamma	Urease, gamma subunit	included
PF18473.4	Urease_linker	Urease subunit beta-alpha linker domain	
PF01774.20	UreD	UreD urease accessory protein	not_in_edm
PF05194.15	UreE_C	UreE urease accessory protein, C-terminal domain	not_in_edm
PF02814.18	UreE_N	UreE urease accessory protein, N-terminal domain	not_in_edm
PF01730.19	UreF	UreF	not_in_edm
PF07168.14	Ureide_permease	Ureide permease	not_in_edm
PF04115.15	Ureidogly_lyase	Ureidoglycolate lyase	included
PF01014.21	Uricase	Uricase	included
PF09138.14	Urm1	Urm1 (Ubiquitin related modifier)	not_in_edm
PF01208.20	URO-D	Uroporphyrinogen decarboxylase (URO-D)	included
PF01175.21	Urocanase	Urocanase Rossmann-like domain	included
PF17392.5	Urocanase_C	Urocanase C-terminal domain	not_in_edm
PF17391.5	Urocanase_N	Urocanase N-terminal domain	not_in_edm
PF07353.15	Uroplakin_II	Uroplakin II	not_in_edm
PF02083.18	Urotensin_II	Urotensin II	not_in_edm
PF17617.5	US10	Viral unique short region 10	not_in_edm
PF02476.18	US2	US2 family	not_in_edm
PF02393.19	US22	US22 like	not_in_edm
PF17624.5	US30	Family of unknown function	not_in_edm
PF17616.5	US6	Viral unique short region 6	not_in_edm
PF09753.12	Use1	Membrane fusion protein Use1	not_in_edm
PF06233.15	Usg	Usg-like family	not_in_edm
PF00577.23	Usher	Outer membrane usher protein	not_in_edm
PF17271.5	Usher_TcfC	TcfC Usher-like barrel domain	not_in_edm
PF04871.16	Uso1_p115_C	Uso1 / p115 like vesicle tethering protein, C terminal region	not_in_edm
PF04869.17	Uso1_p115_head	Uso1 / p115 like vesicle tethering protein, head region	not_in_edm
PF00582.29	Usp	Universal stress protein family	included
PF16602.8	USP19_linker	Linker region of USP19 deubiquitinase	not_in_edm
PF19718.2	USP47_C	Ubiquitin carboxyl-terminal hydrolase 47 C-terminal	
PF14533.9	USP7_C2	Ubiquitin-specific protease C-terminal	included
PF12436.11	USP7_ICP0_bdg	ICP0-binding domain of Ubiquitin-specific protease 7	included
PF08969.14	USP8_dimer	USP8 dimerisation domain	included
PF08941.13	USP8_interact	USP8 interacting	not_in_edm
PF18792.4	UspA1_rep	Ubiquitous surface protein adhesin repeat	
PF10625.12	UspB	Universal stress protein B (UspB)	not_in_edm
PF05722.15	Ustilago_mating	Ustilago B locus mating-type protein	not_in_edm
PF11807.11	UstYa	Mycotoxin biosynthesis protein UstYa	not_in_edm
PF03253.17	UT	Urea transporter	not_in_edm
PF01099.20	Uteroglobin	Uteroglobin family	not_in_edm
PF03998.16	Utp11	Utp11 protein	not_in_edm
PF04003.15	Utp12	Dip2/Utp12 Family	not_in_edm
PF08625.14	Utp13	Utp13 specific WD40 associated domain	not_in_edm
PF04615.16	Utp14	Utp14 protein	not_in_edm
PF09384.13	UTP15_C	UTP15 C terminal	not_in_edm
PF04192.15	Utp21	Utp21 specific WD40 associated putative domain	not_in_edm
PF06862.15	UTP25	Utp25, U3 small nucleolar RNA-associated SSU processome protein 25	not_in_edm
PF10395.12	Utp8	Utp8 family	not_in_edm
PF07702.16	UTRA	UTRA domain	not_in_edm
PF04884.17	UVB_sens_prot	Vitamin B6 photo-protection and homoeostasis	not_in_edm
PF03851.17	UvdE	UV-endonuclease UvdE	not_in_edm
PF02151.22	UVR	UvrB/uvrC motif	not_in_edm
PF17755.4	UvrA_DNA-bind	UvrA DNA-binding domain	
PF17760.4	UvrA_inter	UvrA interaction domain	
PF12344.11	UvrB	Ultra-violet resistance protein B	not_in_edm
PF17757.4	UvrB_inter	UvrB interaction domain	
PF08459.14	UvrC_RNaseH_dom	UvrC RNAse H endonuclease domain	not_in_edm
PF00580.24	UvrD-helicase	UvrD/REP helicase N-terminal domain	auto_discard
PF13361.9	UvrD_C	UvrD-like helicase C-terminal domain	auto_discard
PF13538.9	UvrD_C_2	UvrD-like helicase C-terminal domain	auto_discard
PF11637.11	UvsW-1	UvsW.1 domain	not_in_edm
PF11056.11	UvsY	Recombination, repair and ssDNA binding protein UvsY	not_in_edm
PF02614.17	UxaC	Glucuronate isomerase	included
PF16257.8	UxaE	tagaturonate epimerase	not_in_edm
PF11803.11	UXS1_N	UDP-glucuronate decarboxylase N-terminal	not_in_bgc
PF03786.16	UxuA	D-mannonate dehydratase (UxuA)	included
PF03223.18	V-ATPase_C	V-ATPase subunit C	not_in_edm
PF03179.18	V-ATPase_G	Vacuolar (H+)-ATPase G subunit	not_in_edm
PF16999.8	V-ATPase_G_2	Vacuolar (H+)-ATPase G subunit	not_in_edm
PF11698.11	V-ATPase_H_C	V-ATPase subunit H	not_in_edm
PF03224.17	V-ATPase_H_N	V-ATPase subunit H	not_in_edm
PF07686.20	V-set	Immunoglobulin V-set domain	not_in_bgc
PF15910.8	V-set_2	ICOS V-set domain	not_in_edm
PF08204.14	V-set_CD47	CD47 immunoglobulin-like domain	not_in_edm
PF05008.18	V-SNARE	Vesicle transport v-SNARE protein N-terminus	not_in_edm
PF12352.11	V-SNARE_C	Snare region anchored in the vesicle membrane C-terminus	not_in_edm
PF01639.20	v110	Viral family 110	not_in_edm
PF03402.17	V1R	Vomeronasal organ pheromone receptor family, V1R	not_in_edm
PF08983.13	V1R_C	Vasopressin V1 receptor, C-terminal	not_in_edm
PF02830.21	V4R	V4R domain	not_in_edm
PF12755.10	Vac14_Fab1_bd	Vacuolar 14 Fab1-binding region	not_in_edm
PF11916.11	Vac14_Fig4_bd	Vacuolar protein 14 C-terminal Fig4p binding	not_in_edm
PF17321.5	Vac17	Vacuole-related protein 17	not_in_edm
PF12751.10	Vac7	Vacuolar segregation subunit 7	not_in_edm
PF02691.18	VacA	Vacuolating cyotoxin	not_in_edm
PF03077.17	VacA2	Putative vacuolating cytotoxin	not_in_edm
PF02346.19	Vac_Fusion	Chordopoxvirus multifunctional envelope protein A27	not_in_edm
PF09783.12	Vac_ImportDeg	Vacuolar import and degradation protein	not_in_edm
PF15310.9	VAD1-2	Vitamin A-deficiency (VAD) rat model signalling	not_in_edm
PF10458.12	Val_tRNA-synt_C	Valyl tRNA synthetase tRNA binding arm	auto_discard
PF11437.11	Vanabin-2	Vanadium-binding protein 2	not_in_edm
PF19112.3	VanA_C	Vanillate O-demethylase oxygenase C-terminal domain	
PF19018.3	Vanin_C	Vanin C-terminal domain	
PF04294.16	VanW	VanW like protein	not_in_edm
PF02557.20	VanY	D-alanyl-D-alanine carboxypeptidase	included
PF04892.15	VanZ	VanZ like family	not_in_edm
PF02697.17	VAPB_antitox	Putative antitoxin	not_in_edm
PF09957.12	VapB_antitoxin	Bacterial antitoxin of type II TA system, VapB	not_in_edm
PF05316.15	VAR1	Mitochondrial ribosomal protein (VAR1)	not_in_edm
PF14383.9	VARLMGL	DUF761-associated sequence motif	not_in_edm
PF05827.15	VAS1_LD	V-type proton ATPase subunit S1, luminal domain	not_in_edm
PF15337.9	Vasculin	Vascular protein family Vasculin-like 1	not_in_edm
PF11319.11	VasI	Type VI secretion system VasI, EvfG, VC_A0118	not_in_edm
PF12486.11	VasL	Type VI secretion system, EvfB, or VasL	not_in_edm
PF14822.9	Vasohibin	Vasohibin	not_in_edm
PF08776.14	VASP_tetra	VASP tetramerisation domain	not_in_edm
PF16016.8	VASt	VAD1 Analog of StAR-related lipid transfer domain	not_in_edm
PF20249.1	VasX_N	VasX toxin N-terminal region	
PF18716.4	VATC	Vms1-associating treble clef domain	
PF01992.19	vATP-synt_AC39	ATP synthase (C/AC39) subunit	not_in_edm
PF01991.21	vATP-synt_E	ATP synthase (E/31 kDa) subunit	not_in_edm
PF01505.21	Vault	Major Vault Protein repeat domain	not_in_edm
PF17794.4	Vault_2	Major Vault Protein repeat domain	
PF17795.4	Vault_3	Major Vault Protein Repeat domain	
PF17796.4	Vault_4	Major Vault Protein repeat domain	
PF18495.4	VbhA	Antitoxin VbhA	
PF08913.13	VBS	Vinculin Binding Site	not_in_edm
PF18315.4	VCH_CASS14	Integron cassette protein VCH_CASS1 chain	
PF19437.2	VCIP135_N	VCIP135 N-terminal	
PF17897.4	VCPO_N	Vanadium chloroperoxidase N-terminal domain	
PF15231.9	VCX_VCY	Variable charge X/Y family	not_in_edm
PF08476.13	VD10_N	Viral D10 N-terminal	not_in_edm
PF07137.14	VDE	VDE lipocalin domain	included
PF09733.12	VEFS-Box	VEFS-Box of polycomb protein	not_in_edm
PF06257.14	VEG	Biofilm formation stimulator VEG	not_in_edm
PF17988.4	VEGFR-2_TMD	VEGFR-2 Transmembrane domain	
PF14554.9	VEGF_C	VEGF heparin-binding domain	not_in_edm
PF12107.11	VEK-30	Plasminogen (Pg) ligand in fibrinolytic pathway	not_in_edm
PF10339.12	Vel1p	Yeast-specific zinc responsive	not_in_edm
PF11754.11	Velvet	Velvet factor	not_in_edm
PF11386.11	VERL	Vitelline envelope receptor for lysin	not_in_edm
PF06546.14	Vert_HS_TF	Vertebrate heat shock transcription factor	not_in_edm
PF06529.14	Vert_IL3-reg_TF	Vertebrate interleukin-3 regulated transcription factor	not_in_edm
PF12785.10	VESA1_N	Variant erythrocyte surface antigen-1	not_in_edm
PF06326.15	Vesiculo_matrix	Vesiculovirus matrix protein	not_in_edm
PF05332.14	Vesi_VP2	Vesivirus VP2 protein	not_in_edm
PF15505.9	Vexin	Vexin domain	not_in_edm
PF12632.10	Vezatin	Mysoin-binding motif of peroxisomes	not_in_edm
PF09905.12	VF530	DNA-binding protein VF530	not_in_edm
PF08432.13	Vfa1	AAA-ATPase Vps4-associated protein 1	not_in_edm
PF08473.14	VGCC_alpha2	Neuronal voltage-dependent calcium channel alpha 2acd	not_in_edm
PF12052.11	VGCC_beta4Aa_N	Voltage gated calcium channel subunit beta domain 4Aa N terminal	not_in_edm
PF15245.9	VGLL4	Transcription cofactor vestigial-like protein 4	not_in_edm
PF16799.8	VGPC1_C	C-terminal membrane-localisation domain of ion-channel, VCN1	not_in_edm
PF07545.17	Vg_Tdu	Vestigial/Tondu family	not_in_edm
PF01847.19	VHL	VHL beta domain	not_in_edm
PF17211.6	VHL_C	VHL box domain	not_in_edm
PF02209.22	VHP	Villin headpiece domain	not_in_edm
PF04001.16	Vhr1	Transcription factor Vhr1	not_in_edm
PF00790.22	VHS	VHS domain	not_in_edm
PF04702.15	Vicilin_N	Vicilin N terminal region	not_in_edm
PF08553.13	VID27	VID27 C-terminal WD40-like domain	not_in_edm
PF17748.4	VID27_N	VID27 N-terminal region	
PF17747.4	VID27_PH	VID27 PH-like domain	
PF00559.20	Vif	Retroviral Vif (Viral infectivity) protein	not_in_edm
PF14773.9	VIGSSK	Helicase-associated putative binding domain, C-terminal	not_in_edm
PF01044.22	Vinculin	Vinculin family	not_in_edm
PF14623.9	Vint	Hint-domain	not_in_edm
PF18234.4	VioE	Violacein biosynthetic enzyme VioE	
PF12495.11	Vip3A_N	Vegetative insecticide protein 3A N terminal	not_in_edm
PF05943.15	VipB	EvpB/VC_A0108, tail sheath N-terminal domain	not_in_edm
PF18945.3	VipB_2	EvpB/VC_A0108, tail sheath gpW/gp25-like domain	
PF01771.20	Viral_alk_exo	Viral alkaline exonuclease	not_in_edm
PF04530.15	Viral_Beta_CD	Viral Beta C/D like family	not_in_edm
PF00729.21	Viral_coat	Viral coat protein (S domain)	not_in_edm
PF08008.15	Viral_cys_rich	Viral cysteine rich	not_in_edm
PF02236.20	Viral_DNA_bi	Viral DNA-binding protein, all alpha domain	not_in_edm
PF00747.20	Viral_DNA_bp	ssDNA binding protein	not_in_edm
PF03728.16	Viral_DNA_Zn_bi	Viral DNA-binding protein, zinc binding domain	not_in_edm
PF11050.11	Viral_env_E26	Virus envelope protein E26	not_in_edm
PF01443.21	Viral_helicase1	Viral (Superfamily 1) RNA helicase	auto_discard
PF03225.17	Viral_Hsp90	Viral heat shock protein Hsp90 homologue	not_in_edm
PF05515.14	Viral_NABP	Viral nucleic acid binding	not_in_edm
PF04521.16	Viral_P18	ssRNA positive strand viral 18kD cysteine rich protein	not_in_edm
PF02407.19	Viral_Rep	Putative viral replication protein	not_in_bgc
PF12187.11	VirArc_Nuclease	Viral/Archaeal nuclease	not_in_edm
PF05101.16	VirB3	Type IV secretory pathway, VirB3-like protein	not_in_edm
PF17413.5	VirB7	Outer membrane lipoprotein virB7	not_in_edm
PF04335.16	VirB8	VirB8 protein	not_in_edm
PF07015.14	VirC1	VirC1 protein	not_in_edm
PF07181.14	VirC2	VirC2 protein	not_in_edm
PF07328.14	VirD1	T-DNA border endonuclease VirD1	not_in_edm
PF09266.13	VirDNA-topo-I_N	Viral DNA topoisomerase I, N-terminal	not_in_bgc
PF05272.14	VirE	Virulence-associated protein E	not_in_edm
PF12189.11	VirE1	Single-strand DNA-binding protein	not_in_edm
PF07229.15	VirE2	VirE2	not_in_edm
PF06661.14	VirE3	VirE3	not_in_edm
PF08800.13	VirE_N	VirE N-terminal domain	not_in_edm
PF11653.11	VirionAssem_T7	Bacteriophage T7 virion assembly protein	not_in_edm
PF06057.14	VirJ	Bacterial virulence protein (VirJ)	not_in_edm
PF06903.15	VirK	VirK protein	not_in_edm
PF13769.9	Virulence_fact	Virulence factor	not_in_edm
PF13310.9	Virulence_RhuM	Virulence protein RhuM family	not_in_edm
PF10139.12	Virul_Fac	Putative bacterial virulence factor	not_in_edm
PF03631.18	Virul_fac_BrkB	Virulence factor BrkB	not_in_edm
PF10400.12	Vir_act_alpha_C	Virulence activator alpha C-term	not_in_edm
PF15912.8	VIR_N	Virilizer, N-terminal	not_in_edm
PF08487.13	VIT	Vault protein inter-alpha-trypsin domain	included
PF01988.22	VIT1	VIT family	not_in_edm
PF09164.13	VitD-bind_III	Vitamin D binding protein, domain III	not_in_edm
PF10542.12	Vitelline_membr	Vitelline membrane cysteine-rich region	not_in_edm
PF01347.25	Vitellogenin_N	Lipoprotein amino terminal region	not_in_edm
PF02621.17	VitK2_biosynth	Menaquinone biosynthesis	included
PF13757.9	VIT_2	Vault protein inter-alpha-trypsin domain	not_in_edm
PF09175.13	Vit_b-sht_shell	Vitellinogen, beta-sheet shell	not_in_edm
PF09172.14	Vit_open_b-sht	Vitellinogen, open beta-sheet	not_in_edm
PF05090.17	VKG_Carbox	Vitamin K-dependent gamma-carboxylase	included
PF07884.17	VKOR	Vitamin K epoxide reductase family	included
PF04649.15	VlpA_repeat	Mycoplasma hyorhinis VlpA repeat	not_in_edm
PF07122.14	VLPT	Variable length PCR target protein (VLPT)	not_in_edm
PF11712.11	Vma12	Endoplasmic reticulum-based factor for assembly of V-ATPase	not_in_edm
